tt,staname,stla,stlo,evtname,evla,evlo,period,weight,dist,vel
1,MX01,24.575,102.15,MX00,24.15,102.15,2.0,1,47.127,1.986236
1,MX02,25.0,102.15,MX00,24.15,102.15,2.0,1,94.1263,1.983624
1,MX03,25.425,102.15,MX00,24.15,102.15,2.0,1,141.1781,1.983491
1,MX04,25.85,102.15,MX00,24.15,102.15,2.0,1,188.2191,1.983337
1,MX05,24.15,102.575,MX00,24.15,102.15,2.0,1,43.2173,1.996297
1,MX06,24.575,102.575,MX00,24.15,102.15,2.0,1,63.8294,2.032408
1,MX07,25.0,102.575,MX00,24.15,102.15,2.0,1,103.4804,1.977064
1,MX08,25.425,102.575,MX00,24.15,102.15,2.0,1,147.547,1.978513
1,MX09,25.85,102.575,MX00,24.15,102.15,2.0,1,193.0299,1.993037
1,MX10,24.15,103.0,MX00,24.15,102.15,2.0,1,86.351,1.994397
1,MX11,24.575,103.0,MX00,24.15,102.15,2.0,1,98.2267,2.034931
1,MX12,25.0,103.0,MX00,24.15,102.15,2.0,1,127.5276,2.011611
1,MX13,25.425,103.0,MX00,24.15,102.15,2.0,1,165.2456,1.979272
1,MX14,25.85,103.0,MX00,24.15,102.15,2.0,1,206.839,1.986795
1,MX15,24.15,103.425,MX00,24.15,102.15,2.0,1,129.5231,1.994326
1,MX16,24.575,103.425,MX00,24.15,102.15,2.0,1,137.6024,1.986416
1,MX17,25.0,103.425,MX00,24.15,102.15,2.0,1,159.736,2.039533
1,MX18,25.425,103.425,MX00,24.15,102.15,2.0,1,191.1277,2.002494
1,MX19,25.85,103.425,MX00,24.15,102.15,2.0,1,227.9754,1.97516
1,MX20,24.15,103.85,MX00,24.15,102.15,2.0,1,172.6919,1.994275
1,MX21,24.575,103.85,MX00,24.15,102.15,2.0,1,178.71,1.973809
1,MX22,25.0,103.85,MX00,24.15,102.15,2.0,1,196.1511,2.020957
1,MX23,25.425,103.85,MX00,24.15,102.15,2.0,1,222.3656,2.028937
1,MX24,25.85,103.85,MX00,24.15,102.15,2.0,1,254.6407,1.993933
1,MX02,25.0,102.15,MX01,24.575,102.15,2.0,1,47.0757,1.983816
1,MX03,25.425,102.15,MX01,24.575,102.15,2.0,1,94.1263,1.983552
1,MX04,25.85,102.15,MX01,24.575,102.15,2.0,1,141.1781,1.983491
1,MX05,24.15,102.575,MX01,24.575,102.15,2.0,1,63.8294,2.004036
1,MX06,24.575,102.575,MX01,24.575,102.15,2.0,1,43.049,2.039591
1,MX07,25.0,102.575,MX01,24.575,102.15,2.0,1,63.7156,1.952289
1,MX08,25.425,102.575,MX01,24.575,102.15,2.0,1,103.4102,1.981159
1,MX09,25.85,102.575,MX01,24.575,102.15,2.0,1,147.4978,1.999222
1,MX10,24.15,103.0,MX01,24.575,102.15,2.0,1,98.2021,2.026662
1,MX11,24.575,103.0,MX01,24.575,102.15,2.0,1,86.0703,2.04801
1,MX12,25.0,103.0,MX01,24.575,102.15,2.0,1,97.9554,1.971835
1,MX13,25.425,103.0,MX01,24.575,102.15,2.0,1,127.3187,1.958583
1,MX14,25.85,103.0,MX01,24.575,102.15,2.0,1,165.0991,1.991891
1,MX15,24.15,103.425,MX01,24.575,102.15,2.0,1,137.6024,2.025882
1,MX16,24.575,103.425,MX01,24.575,102.15,2.0,1,129.0927,2.005668
1,MX17,25.0,103.425,MX01,24.575,102.15,2.0,1,137.1797,2.021862
1,MX18,25.425,103.425,MX01,24.575,102.15,2.0,1,159.3873,1.958274
1,MX19,25.85,103.425,MX01,24.575,102.15,2.0,1,190.8363,1.963732
1,MX20,24.15,103.85,MX01,24.575,102.15,2.0,1,178.71,2.01479
1,MX21,24.575,103.85,MX01,24.575,102.15,2.0,1,172.1165,1.994175
1,MX22,25.0,103.85,MX01,24.575,102.15,2.0,1,178.1404,2.0258
1,MX23,25.425,103.85,MX01,24.575,102.15,2.0,1,195.6446,1.996651
1,MX24,25.85,103.85,MX01,24.575,102.15,2.0,1,221.9081,1.953443
1,MX03,25.425,102.15,MX02,25.0,102.15,2.0,1,47.0757,1.983751
1,MX04,25.85,102.15,MX02,25.0,102.15,2.0,1,94.1263,1.983607
1,MX05,24.15,102.575,MX02,25.0,102.15,2.0,1,103.457,2.009221
1,MX06,24.575,102.575,MX02,25.0,102.15,2.0,1,63.7156,2.000535
1,MX07,25.0,102.575,MX02,25.0,102.15,2.0,1,42.88,1.941332
1,MX08,25.425,102.575,MX02,25.0,102.15,2.0,1,63.6015,2.007936
1,MX09,25.85,102.575,MX02,25.0,102.15,2.0,1,103.34,2.0083
1,MX10,24.15,103.0,MX02,25.0,102.15,2.0,1,127.5086,2.019378
1,MX11,24.575,103.0,MX02,25.0,102.15,2.0,1,97.9554,1.984292
1,MX12,25.0,103.0,MX02,25.0,102.15,2.0,1,85.7606,1.93296
1,MX13,25.425,103.0,MX02,25.0,102.15,2.0,1,97.6833,1.993986
1,MX14,25.85,103.0,MX02,25.0,102.15,2.0,1,127.1285,2.021346
1,MX15,24.15,103.425,MX02,25.0,102.15,2.0,1,159.736,1.996426
1,MX16,24.575,103.425,MX02,25.0,102.15,2.0,1,137.1797,1.955036
1,MX17,25.0,103.425,MX02,25.0,102.15,2.0,1,128.6233,1.978152
1,MX18,25.425,103.425,MX02,25.0,102.15,2.0,1,136.7735,1.958487
1,MX19,25.85,103.425,MX02,25.0,102.15,2.0,1,159.0225,2.003216
1,MX20,24.15,103.85,MX02,25.0,102.15,2.0,1,196.1511,1.971904
1,MX21,24.575,103.85,MX02,25.0,102.15,2.0,1,178.1404,1.965799
1,MX22,25.0,103.85,MX02,25.0,102.15,2.0,1,171.5109,1.992608
1,MX23,25.425,103.85,MX02,25.0,102.15,2.0,1,177.5827,1.964198
1,MX24,25.85,103.85,MX02,25.0,102.15,2.0,1,195.1121,1.980759
1,MX04,25.85,102.15,MX03,25.425,102.15,2.0,1,47.0757,1.983868
1,MX05,24.15,102.575,MX03,25.425,102.15,2.0,1,147.547,1.998807
1,MX06,24.575,102.575,MX03,25.425,102.15,2.0,1,103.4336,1.976273
1,MX07,25.0,102.575,MX03,25.425,102.15,2.0,1,63.6015,1.957989
1,MX08,25.425,102.575,MX03,25.425,102.15,2.0,1,42.7105,2.04343
1,MX09,25.85,102.575,MX03,25.425,102.15,2.0,1,63.4873,1.999148
1,MX10,24.15,103.0,MX03,25.425,102.15,2.0,1,165.2456,1.989056
1,MX11,24.575,103.0,MX03,25.425,102.15,2.0,1,127.3377,1.95724
1,MX12,25.0,103.0,MX03,25.425,102.15,2.0,1,97.6833,1.981578
1,MX13,25.425,103.0,MX03,25.425,102.15,2.0,1,85.4497,2.052703
1,MX14,25.85,103.0,MX03,25.425,102.15,2.0,1,97.4353,2.021114
1,MX15,24.15,103.425,MX03,25.425,102.15,2.0,1,191.1277,1.959587
1,MX16,24.575,103.425,MX03,25.425,102.15,2.0,1,159.3873,1.968002
1,MX17,25.0,103.425,MX03,25.425,102.15,2.0,1,136.7558,2.027588
1,MX18,25.425,103.425,MX03,25.425,102.15,2.0,1,128.1899,2.006578
1,MX19,25.85,103.425,MX03,25.425,102.15,2.0,1,136.3483,2.023771
1,MX20,24.15,103.85,MX03,25.425,102.15,2.0,1,222.3656,1.958467
1,MX21,24.575,103.85,MX03,25.425,102.15,2.0,1,195.6446,2.00635
1,MX22,25.0,103.85,MX03,25.425,102.15,2.0,1,177.569,2.027401
1,MX23,25.425,103.85,MX03,25.425,102.15,2.0,1,170.9315,1.993395
1,MX24,25.85,103.85,MX03,25.425,102.15,2.0,1,176.9958,2.016465
1,MX05,24.15,102.575,MX04,25.85,102.15,2.0,1,193.0299,1.993033
1,MX06,24.575,102.575,MX04,25.85,102.15,2.0,1,147.5142,1.976772
1,MX07,25.0,102.575,MX04,25.85,102.15,2.0,1,103.3634,1.983423
1,MX08,25.425,102.575,MX04,25.85,102.15,2.0,1,63.4873,2.029785
1,MX09,25.85,102.575,MX04,25.85,102.15,2.0,1,42.5402,1.991944
1,MX10,24.15,103.0,MX04,25.85,102.15,2.0,1,206.8273,1.986989
1,MX11,24.575,103.0,MX04,25.85,102.15,2.0,1,165.0991,1.982159
1,MX12,25.0,103.0,MX04,25.85,102.15,2.0,1,127.1285,2.01568
1,MX13,25.425,103.0,MX04,25.85,102.15,2.0,1,97.4353,2.029066
1,MX14,25.85,103.0,MX04,25.85,102.15,2.0,1,85.1661,1.994302
1,MX15,24.15,103.425,MX04,25.85,102.15,2.0,1,227.9754,1.976884
1,MX16,24.575,103.425,MX04,25.85,102.15,2.0,1,190.8363,2.008994
1,MX17,25.0,103.425,MX04,25.85,102.15,2.0,1,159.0225,2.035986
1,MX18,25.425,103.425,MX04,25.85,102.15,2.0,1,136.3483,1.980244
1,MX19,25.85,103.425,MX04,25.85,102.15,2.0,1,127.7361,1.994164
1,MX20,24.15,103.85,MX04,25.85,102.15,2.0,1,254.6407,1.999148
1,MX21,24.575,103.85,MX04,25.85,102.15,2.0,1,221.919,2.030372
1,MX22,25.0,103.85,MX04,25.85,102.15,2.0,1,195.1245,2.013466
1,MX23,25.425,103.85,MX04,25.85,102.15,2.0,1,177.0095,1.971818
1,MX24,25.85,103.85,MX04,25.85,102.15,2.0,1,170.3218,1.994296
1,MX06,24.575,102.575,MX05,24.15,102.575,2.0,1,47.0242,2.044591
1,MX07,25.0,102.575,MX05,24.15,102.575,2.0,1,94.1005,1.998959
1,MX08,25.425,102.575,MX05,24.15,102.575,2.0,1,141.1439,1.991048
1,MX09,25.85,102.575,MX05,24.15,102.575,2.0,1,188.1934,2.002379
1,MX10,24.15,103.0,MX05,24.15,102.575,2.0,1,43.1612,1.993691
1,MX11,24.575,103.0,MX05,24.15,102.575,2.0,1,63.8294,2.018465
1,MX12,25.0,103.0,MX05,24.15,102.575,2.0,1,103.457,2.014699
1,MX13,25.425,103.0,MX05,24.15,102.575,2.0,1,147.5306,1.995522
1,MX14,25.85,103.0,MX05,24.15,102.575,2.0,1,193.0299,1.995143
1,MX15,24.15,103.425,MX05,24.15,102.575,2.0,1,86.351,1.994334
1,MX16,24.575,103.425,MX05,24.15,102.575,2.0,1,98.2021,1.959148
1,MX17,25.0,103.425,MX05,24.15,102.575,2.0,1,127.4896,2.022794
1,MX18,25.425,103.425,MX05,24.15,102.575,2.0,1,165.2309,2.009218
1,MX19,25.85,103.425,MX05,24.15,102.575,2.0,1,206.8156,1.985255
1,MX20,24.15,103.85,MX05,24.15,102.575,2.0,1,129.5231,1.994306
1,MX21,24.575,103.85,MX05,24.15,102.575,2.0,1,137.5848,1.961566
1,MX22,25.0,103.85,MX05,24.15,102.575,2.0,1,159.736,1.9905
1,MX23,25.425,103.85,MX05,24.15,102.575,2.0,1,191.1277,2.019357
1,MX24,25.85,103.85,MX05,24.15,102.575,2.0,1,227.9648,2.001657
1,MX07,25.0,102.575,MX06,24.575,102.575,2.0,1,47.0242,1.955658
1,MX08,25.425,102.575,MX06,24.575,102.575,2.0,1,94.1005,1.965908
1,MX09,25.85,102.575,MX06,24.575,102.575,2.0,1,141.1439,1.988849
1,MX10,24.15,103.0,MX06,24.575,102.575,2.0,1,63.7914,2.04232
1,MX11,24.575,103.0,MX06,24.575,102.575,2.0,1,43.049,2.058005
1,MX12,25.0,103.0,MX06,24.575,102.575,2.0,1,63.7156,1.993463
1,MX13,25.425,103.0,MX06,24.575,102.575,2.0,1,103.4102,1.967114
1,MX14,25.85,103.0,MX06,24.575,102.575,2.0,1,147.5142,1.97898
1,MX15,24.15,103.425,MX06,24.575,102.575,2.0,1,98.2021,2.020389
1,MX16,24.575,103.425,MX06,24.575,102.575,2.0,1,86.0422,1.989811
1,MX17,25.0,103.425,MX06,24.575,102.575,2.0,1,97.9307,2.042755
1,MX18,25.425,103.425,MX06,24.575,102.575,2.0,1,127.3187,1.987401
1,MX19,25.85,103.425,MX06,24.575,102.575,2.0,1,165.0844,1.962342
1,MX20,24.15,103.85,MX06,24.575,102.575,2.0,1,137.6024,2.000169
1,MX21,24.575,103.85,MX06,24.575,102.575,2.0,1,129.0927,1.980628
1,MX22,25.0,103.85,MX06,24.575,102.575,2.0,1,137.1797,2.032234
1,MX23,25.425,103.85,MX06,24.575,102.575,2.0,1,159.3873,2.022737
1,MX24,25.85,103.85,MX06,24.575,102.575,2.0,1,190.8236,1.979504
1,MX08,25.425,102.575,MX07,25.0,102.575,2.0,1,47.0242,1.96958
1,MX09,25.85,102.575,MX07,25.0,102.575,2.0,1,94.0748,2.002472
1,MX10,24.15,103.0,MX07,25.0,102.575,2.0,1,103.457,1.986008
1,MX11,24.575,103.0,MX07,25.0,102.575,2.0,1,63.7156,1.949868
1,MX12,25.0,103.0,MX07,25.0,102.575,2.0,1,42.88,1.921701
1,MX13,25.425,103.0,MX07,25.0,102.575,2.0,1,63.6015,1.957925
1,MX14,25.85,103.0,MX07,25.0,102.575,2.0,1,103.34,1.991467
1,MX15,24.15,103.425,MX07,25.0,102.575,2.0,1,127.5086,1.954514
1,MX16,24.575,103.425,MX07,25.0,102.575,2.0,1,97.9307,1.94249
1,MX17,25.0,103.425,MX07,25.0,102.575,2.0,1,85.7324,1.994629
1,MX18,25.425,103.425,MX07,25.0,102.575,2.0,1,97.6833,1.939874
1,MX19,25.85,103.425,MX07,25.0,102.575,2.0,1,127.1095,1.962064
1,MX20,24.15,103.85,MX07,25.0,102.575,2.0,1,159.736,1.942965
1,MX21,24.575,103.85,MX07,25.0,102.575,2.0,1,137.1797,1.973652
1,MX22,25.0,103.85,MX07,25.0,102.575,2.0,1,128.6233,2.008727
1,MX23,25.425,103.85,MX07,25.0,102.575,2.0,1,136.7735,1.967523
1,MX24,25.85,103.85,MX07,25.0,102.575,2.0,1,159.0225,1.946575
1,MX09,25.85,102.575,MX08,25.425,102.575,2.0,1,46.9728,2.036138
1,MX10,24.15,103.0,MX08,25.425,102.575,2.0,1,147.5306,1.980527
1,MX11,24.575,103.0,MX08,25.425,102.575,2.0,1,103.4102,1.971781
1,MX12,25.0,103.0,MX08,25.425,102.575,2.0,1,63.6015,2.00343
1,MX13,25.425,103.0,MX08,25.425,102.575,2.0,1,42.6538,2.059359
1,MX14,25.85,103.0,MX08,25.425,102.575,2.0,1,63.4873,2.037875
1,MX15,24.15,103.425,MX08,25.425,102.575,2.0,1,165.2309,1.965007
1,MX16,24.575,103.425,MX08,25.425,102.575,2.0,1,127.3187,1.998434
1,MX17,25.0,103.425,MX08,25.425,102.575,2.0,1,97.6585,2.044379
1,MX18,25.425,103.425,MX08,25.425,102.575,2.0,1,85.4497,1.989226
1,MX19,25.85,103.425,MX08,25.425,102.575,2.0,1,97.4105,2.021896
1,MX20,24.15,103.85,MX08,25.425,102.575,2.0,1,191.1277,1.987485
1,MX21,24.575,103.85,MX08,25.425,102.575,2.0,1,159.3873,2.029291
1,MX22,25.0,103.85,MX08,25.425,102.575,2.0,1,136.7558,2.0294
1,MX23,25.425,103.85,MX08,25.425,102.575,2.0,1,128.1899,1.977756
1,MX24,25.85,103.85,MX08,25.425,102.575,2.0,1,136.3305,2.005205
1,MX10,24.15,103.0,MX09,25.85,102.575,2.0,1,193.0174,1.994721
1,MX11,24.575,103.0,MX09,25.85,102.575,2.0,1,147.4978,1.996002
1,MX12,25.0,103.0,MX09,25.85,102.575,2.0,1,103.34,2.014454
1,MX13,25.425,103.0,MX09,25.85,102.575,2.0,1,63.4492,2.010182
1,MX14,25.85,103.0,MX09,25.85,102.575,2.0,1,42.4833,1.989177
1,MX15,24.15,103.425,MX09,25.85,102.575,2.0,1,206.8156,1.985115
1,MX16,24.575,103.425,MX09,25.85,102.575,2.0,1,165.0844,2.011677
1,MX17,25.0,103.425,MX09,25.85,102.575,2.0,1,127.0905,2.015339
1,MX18,25.425,103.425,MX09,25.85,102.575,2.0,1,97.4105,1.957049
1,MX19,25.85,103.425,MX09,25.85,102.575,2.0,1,85.1093,1.992929
1,MX20,24.15,103.85,MX09,25.85,102.575,2.0,1,227.9648,2.0029
1,MX21,24.575,103.85,MX09,25.85,102.575,2.0,1,190.8236,2.016213
1,MX22,25.0,103.85,MX09,25.85,102.575,2.0,1,159.0073,1.981883
1,MX23,25.425,103.85,MX09,25.85,102.575,2.0,1,136.3305,1.965146
1,MX24,25.85,103.85,MX09,25.85,102.575,2.0,1,127.7172,1.993876
1,MX11,24.575,103.0,MX10,24.15,103.0,2.0,1,47.0757,1.981113
1,MX12,25.0,103.0,MX10,24.15,103.0,2.0,1,94.1005,1.98303
1,MX13,25.425,103.0,MX10,24.15,103.0,2.0,1,141.1439,1.983354
1,MX14,25.85,103.0,MX10,24.15,103.0,2.0,1,188.2062,1.983025
1,MX15,24.15,103.425,MX10,24.15,103.0,2.0,1,43.1612,1.993619
1,MX16,24.575,103.425,MX10,24.15,103.0,2.0,1,63.7914,1.931001
1,MX17,25.0,103.425,MX10,24.15,103.0,2.0,1,103.4336,1.980034
1,MX18,25.425,103.425,MX10,24.15,103.0,2.0,1,147.5306,1.985601
1,MX19,25.85,103.425,MX10,24.15,103.0,2.0,1,193.0299,1.97114
1,MX20,24.15,103.85,MX10,24.15,103.0,2.0,1,86.351,1.994334
1,MX21,24.575,103.85,MX10,24.15,103.0,2.0,1,98.2021,1.96224
1,MX22,25.0,103.85,MX10,24.15,103.0,2.0,1,127.5086,1.95601
1,MX23,25.425,103.85,MX10,24.15,103.0,2.0,1,165.2456,1.983427
1,MX24,25.85,103.85,MX10,24.15,103.0,2.0,1,206.8156,1.983793
1,MX12,25.0,103.0,MX11,24.575,103.0,2.0,1,47.0757,1.985464
1,MX13,25.425,103.0,MX11,24.575,103.0,2.0,1,94.1005,1.984836
1,MX14,25.85,103.0,MX11,24.575,103.0,2.0,1,141.1781,1.98398
1,MX15,24.15,103.425,MX11,24.575,103.0,2.0,1,63.8294,1.955651
1,MX16,24.575,103.425,MX11,24.575,103.0,2.0,1,43.049,1.927867
1,MX17,25.0,103.425,MX11,24.575,103.0,2.0,1,63.6776,2.02407
1,MX18,25.425,103.425,MX11,24.575,103.0,2.0,1,103.4102,2.000003
1,MX19,25.85,103.425,MX11,24.575,103.0,2.0,1,147.5142,1.972932
1,MX20,24.15,103.85,MX11,24.575,103.0,2.0,1,98.2267,1.949307
1,MX21,24.575,103.85,MX11,24.575,103.0,2.0,1,86.0703,1.943268
1,MX22,25.0,103.85,MX11,24.575,103.0,2.0,1,97.9554,2.000973
1,MX23,25.425,103.85,MX11,24.575,103.0,2.0,1,127.3377,2.018943
1,MX24,25.85,103.85,MX11,24.575,103.0,2.0,1,165.0844,1.995473
1,MX13,25.425,103.0,MX12,25.0,103.0,2.0,1,47.0242,1.982513
1,MX14,25.85,103.0,MX12,25.0,103.0,2.0,1,94.1005,1.982903
1,MX15,24.15,103.425,MX12,25.0,103.0,2.0,1,103.457,1.955228
1,MX16,24.575,103.425,MX12,25.0,103.0,2.0,1,63.7156,1.98814
1,MX17,25.0,103.425,MX12,25.0,103.0,2.0,1,42.8236,2.071139
1,MX18,25.425,103.425,MX12,25.0,103.0,2.0,1,63.6015,1.976187
1,MX19,25.85,103.425,MX12,25.0,103.0,2.0,1,103.34,1.955154
1,MX20,24.15,103.85,MX12,25.0,103.0,2.0,1,127.5276,1.972613
1,MX21,24.575,103.85,MX12,25.0,103.0,2.0,1,97.9554,2.020233
1,MX22,25.0,103.85,MX12,25.0,103.0,2.0,1,85.7606,2.056116
1,MX23,25.425,103.85,MX12,25.0,103.0,2.0,1,97.7081,2.011503
1,MX24,25.85,103.85,MX12,25.0,103.0,2.0,1,127.1095,1.966334
1,MX14,25.85,103.0,MX13,25.425,103.0,2.0,1,47.0242,1.97913
1,MX15,24.15,103.425,MX13,25.425,103.0,2.0,1,147.547,1.972926
1,MX16,24.575,103.425,MX13,25.425,103.0,2.0,1,103.4102,2.004046
1,MX17,25.0,103.425,MX13,25.425,103.0,2.0,1,63.5635,2.014643
1,MX18,25.425,103.425,MX13,25.425,103.0,2.0,1,42.7105,1.920135
1,MX19,25.85,103.425,MX13,25.425,103.0,2.0,1,63.4873,1.959768
1,MX20,24.15,103.85,MX13,25.425,103.0,2.0,1,165.2456,1.997601
1,MX21,24.575,103.85,MX13,25.425,103.0,2.0,1,127.3187,2.016581
1,MX22,25.0,103.85,MX13,25.425,103.0,2.0,1,97.6833,1.990918
1,MX23,25.425,103.85,MX13,25.425,103.0,2.0,1,85.478,1.937327
1,MX24,25.85,103.85,MX13,25.425,103.0,2.0,1,97.4105,1.954276
1,MX15,24.15,103.425,MX14,25.85,103.0,2.0,1,193.0299,1.970869
1,MX16,24.575,103.425,MX14,25.85,103.0,2.0,1,147.5142,1.987841
1,MX17,25.0,103.425,MX14,25.85,103.0,2.0,1,103.34,1.975392
1,MX18,25.425,103.425,MX14,25.85,103.0,2.0,1,63.4873,1.935336
1,MX19,25.85,103.425,MX14,25.85,103.0,2.0,1,42.5402,1.991855
1,MX20,24.15,103.85,MX14,25.85,103.0,2.0,1,206.8273,1.984
1,MX21,24.575,103.85,MX14,25.85,103.0,2.0,1,165.0991,1.980817
1,MX22,25.0,103.85,MX14,25.85,103.0,2.0,1,127.1095,1.954535
1,MX23,25.425,103.85,MX14,25.85,103.0,2.0,1,97.4353,1.968263
1,MX24,25.85,103.85,MX14,25.85,103.0,2.0,1,85.1377,1.993655
1,MX16,24.575,103.425,MX15,24.15,103.425,2.0,1,47.0242,1.92113
1,MX17,25.0,103.425,MX15,24.15,103.425,2.0,1,94.0748,1.964426
1,MX18,25.425,103.425,MX15,24.15,103.425,2.0,1,141.1439,1.972407
1,MX19,25.85,103.425,MX15,24.15,103.425,2.0,1,188.2062,1.961994
1,MX20,24.15,103.85,MX15,24.15,103.425,2.0,1,43.2173,1.996114
1,MX21,24.575,103.85,MX15,24.15,103.425,2.0,1,63.8294,1.977659
1,MX22,25.0,103.85,MX15,24.15,103.425,2.0,1,103.457,1.964511
1,MX23,25.425,103.85,MX15,24.15,103.425,2.0,1,147.547,1.969793
1,MX24,25.85,103.85,MX15,24.15,103.425,2.0,1,193.0299,1.974855
1,MX17,25.0,103.425,MX16,24.575,103.425,2.0,1,46.9728,2.002392
1,MX18,25.425,103.425,MX16,24.575,103.425,2.0,1,94.1005,1.997146
1,MX19,25.85,103.425,MX16,24.575,103.425,2.0,1,141.161,1.974866
1,MX20,24.15,103.85,MX16,24.575,103.425,2.0,1,63.8294,1.949695
1,MX21,24.575,103.85,MX16,24.575,103.425,2.0,1,43.049,1.955862
1,MX22,25.0,103.85,MX16,24.575,103.425,2.0,1,63.6776,1.974098
1,MX23,25.425,103.85,MX16,24.575,103.425,2.0,1,103.4102,1.992578
1,MX24,25.85,103.85,MX16,24.575,103.425,2.0,1,147.4978,1.991761
1,MX18,25.425,103.425,MX17,25.0,103.425,2.0,1,46.9728,1.988402
1,MX19,25.85,103.425,MX17,25.0,103.425,2.0,1,94.0748,1.960802
1,MX20,24.15,103.85,MX17,25.0,103.425,2.0,1,103.457,1.995823
1,MX21,24.575,103.85,MX17,25.0,103.425,2.0,1,63.6776,2.020292
1,MX22,25.0,103.85,MX17,25.0,103.425,2.0,1,42.8236,2.037333
1,MX23,25.425,103.85,MX17,25.0,103.425,2.0,1,63.6015,2.016131
1,MX24,25.85,103.85,MX17,25.0,103.425,2.0,1,103.3166,1.989997
1,MX19,25.85,103.425,MX18,25.425,103.425,2.0,1,47.0242,1.926887
1,MX20,24.15,103.85,MX18,25.425,103.425,2.0,1,147.547,1.989543
1,MX21,24.575,103.85,MX18,25.425,103.425,2.0,1,103.4102,1.987296
1,MX22,25.0,103.85,MX18,25.425,103.425,2.0,1,63.6015,1.967568
1,MX23,25.425,103.85,MX18,25.425,103.425,2.0,1,42.7105,1.949298
1,MX24,25.85,103.85,MX18,25.425,103.425,2.0,1,63.4873,1.948724
1,MX20,24.15,103.85,MX19,25.85,103.425,2.0,1,193.0299,1.974771
1,MX21,24.575,103.85,MX19,25.85,103.425,2.0,1,147.5142,1.969674
1,MX22,25.0,103.85,MX19,25.85,103.425,2.0,1,103.34,1.966074
1,MX23,25.425,103.85,MX19,25.85,103.425,2.0,1,63.4873,1.979173
1,MX24,25.85,103.85,MX19,25.85,103.425,2.0,1,42.4833,1.989343
1,MX21,24.575,103.85,MX20,24.15,103.85,2.0,1,47.0757,1.98408
1,MX22,25.0,103.85,MX20,24.15,103.85,2.0,1,94.1005,1.983172
1,MX23,25.425,103.85,MX20,24.15,103.85,2.0,1,141.161,1.983273
1,MX24,25.85,103.85,MX20,24.15,103.85,2.0,1,188.2062,1.983205
1,MX22,25.0,103.85,MX21,24.575,103.85,2.0,1,47.0242,1.982012
1,MX23,25.425,103.85,MX21,24.575,103.85,2.0,1,94.1263,1.983604
1,MX24,25.85,103.85,MX21,24.575,103.85,2.0,1,141.161,1.983257
1,MX23,25.425,103.85,MX22,25.0,103.85,2.0,1,47.0242,1.981793
1,MX24,25.85,103.85,MX22,25.0,103.85,2.0,1,94.0748,1.982538
1,MX24,25.85,103.85,MX23,25.425,103.85,2.0,1,47.0242,1.981758
1,MX01,24.575,102.15,MX00,24.15,102.15,2.5,1,47.127,2.075539
1,MX02,25.0,102.15,MX00,24.15,102.15,2.5,1,94.1263,2.072809
1,MX03,25.425,102.15,MX00,24.15,102.15,2.5,1,141.1781,2.072671
1,MX04,25.85,102.15,MX00,24.15,102.15,2.5,1,188.2191,2.072509
1,MX05,24.15,102.575,MX00,24.15,102.15,2.5,1,43.2173,2.086053
1,MX06,24.575,102.575,MX00,24.15,102.15,2.5,1,63.8294,2.12904
1,MX07,25.0,102.575,MX00,24.15,102.15,2.5,1,103.4804,2.064522
1,MX08,25.425,102.575,MX00,24.15,102.15,2.5,1,147.547,2.066422
1,MX09,25.85,102.575,MX00,24.15,102.15,2.5,1,193.0299,2.083633
1,MX10,24.15,103.0,MX00,24.15,102.15,2.5,1,86.351,2.084067
1,MX11,24.575,103.0,MX00,24.15,102.15,2.5,1,98.2267,2.131742
1,MX12,25.0,103.0,MX00,24.15,102.15,2.5,1,127.5276,2.104862
1,MX13,25.425,103.0,MX00,24.15,102.15,2.5,1,165.2456,2.067096
1,MX14,25.85,103.0,MX00,24.15,102.15,2.5,1,206.839,2.075929
1,MX15,24.15,103.425,MX00,24.15,102.15,2.5,1,129.5231,2.083992
1,MX16,24.575,103.425,MX00,24.15,102.15,2.5,1,137.6024,2.074523
1,MX17,25.0,103.425,MX00,24.15,102.15,2.5,1,159.736,2.137183
1,MX18,25.425,103.425,MX00,24.15,102.15,2.5,1,191.1277,2.094488
1,MX19,25.85,103.425,MX00,24.15,102.15,2.5,1,227.9754,2.062278
1,MX20,24.15,103.85,MX00,24.15,102.15,2.5,1,172.6919,2.08394
1,MX21,24.575,103.85,MX00,24.15,102.15,2.5,1,178.71,2.059613
1,MX22,25.0,103.85,MX00,24.15,102.15,2.5,1,196.1511,2.11597
1,MX23,25.425,103.85,MX00,24.15,102.15,2.5,1,222.3656,2.124981
1,MX24,25.85,103.85,MX00,24.15,102.15,2.5,1,254.6407,2.084781
1,MX02,25.0,102.15,MX01,24.575,102.15,2.5,1,47.0757,2.073011
1,MX03,25.425,102.15,MX01,24.575,102.15,2.5,1,94.1263,2.072734
1,MX04,25.85,102.15,MX01,24.575,102.15,2.5,1,141.1781,2.072671
1,MX05,24.15,102.575,MX01,24.575,102.15,2.5,1,63.8294,2.096179
1,MX06,24.575,102.575,MX01,24.575,102.15,2.5,1,43.049,2.136775
1,MX07,25.0,102.575,MX01,24.575,102.15,2.5,1,63.7156,2.034791
1,MX08,25.425,102.575,MX01,24.575,102.15,2.5,1,103.4102,2.069549
1,MX09,25.85,102.575,MX01,24.575,102.15,2.5,1,147.4978,2.090911
1,MX10,24.15,103.0,MX01,24.575,102.15,2.5,1,98.2021,2.122249
