tt,staname,stla,stlo,stel,evtname,evla,evlo,evel,period,weight,dist,vel
56.745837,MX17,25.0000,103.4250,0.0000,MX01,24.5750,102.1500,0.0000,4.0000,1.0000,137.1123,2.416253
68.021246,MX18,25.4250,103.4250,0.0000,MX01,24.5750,102.1500,0.0000,4.0000,1.0000,159.5067,2.344954
82.776974,MX19,25.8500,103.4250,0.0000,MX01,24.5750,102.1500,0.0000,4.0000,1.0000,191.1831,2.309617
74.999068,MX20,24.1500,103.8500,0.0000,MX01,24.5750,102.1500,0.0000,4.0000,1.0000,178.5642,2.380885
71.920267,MX21,24.5750,103.8500,0.0000,MX01,24.5750,102.1500,0.0000,4.0000,1.0000,171.9074,2.390249
72.767176,MX22,25.0000,103.8500,0.0000,MX01,24.5750,102.1500,0.0000,4.0000,1.0000,178.0018,2.446183
81.687517,MX23,25.4250,103.8500,0.0000,MX01,24.5750,102.1500,0.0000,4.0000,1.0000,195.6596,2.395221
96.024276,MX24,25.8500,103.8500,0.0000,MX01,24.5750,102.1500,0.0000,4.0000,1.0000,222.1402,2.313375
20.026284,MX03,25.4250,102.1500,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,47.2578,2.359791
39.335244,MX04,25.8500,102.1500,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,94.5157,2.402824
42.628680,MX05,24.1500,102.5750,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,103.8277,2.435630
27.355855,MX06,24.5750,102.5750,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,63.8282,2.333254
19.186562,MX07,25.0000,102.5750,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,42.8301,2.232299
27.181485,MX08,25.4250,102.5750,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,63.7287,2.344562
42.496651,MX09,25.8500,102.5750,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,103.7054,2.440319
53.145831,MX10,24.1500,103.0000,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,127.7541,2.403840
42.285223,MX11,24.5750,103.0000,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,97.9603,2.316655
37.956571,MX12,25.0000,103.0000,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,85.6602,2.256794
41.995328,MX13,25.4250,103.0000,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,97.7008,2.326469
52.814576,MX14,25.8500,103.0000,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,127.3561,2.411382
68.444105,MX15,24.1500,103.4250,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,159.8621,2.335659
59.311157,MX16,24.5750,103.4250,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,137.1123,2.311746
55.066528,MX17,25.0000,103.4250,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,128.4900,2.333359
59.079008,MX18,25.4250,103.4250,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,136.6952,2.313769
67.850772,MX19,25.8500,103.4250,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,159.1460,2.345530
85.354201,MX20,24.1500,103.8500,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,196.1746,2.298359
76.272313,MX21,24.5750,103.8500,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,178.0018,2.333768
71.988088,MX22,25.0000,103.8500,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,171.3195,2.379831
76.143742,MX23,25.4250,103.8500,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,177.4306,2.330205
84.630894,MX24,25.8500,103.8500,0.0000,MX02,25.0000,102.1500,0.0000,4.0000,1.0000,195.1368,2.305740
19.307323,MX04,25.8500,102.1500,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,47.2578,2.447664
61.825075,MX05,24.1500,102.5750,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,148.1228,2.395836
44.760305,MX06,24.5750,102.5750,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,103.7669,2.318281
27.581212,MX07,25.0000,102.5750,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,63.7287,2.310583
17.278926,MX08,25.4250,102.5750,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,42.6808,2.470108
25.315188,MX09,25.8500,102.5750,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,63.6278,2.513424
70.254284,MX10,24.1500,103.0000,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,165.7172,2.358820
55.090596,MX11,24.5750,103.0000,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,127.5565,2.315395
41.520618,MX12,25.0000,103.0000,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,97.7008,2.353068
34.701579,MX13,25.4250,103.0000,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,85.3615,2.459874
38.997508,MX14,25.8500,103.0000,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,97.4375,2.498557
82.915233,MX15,24.1500,103.4250,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,191.4816,2.309366
67.704019,MX16,24.5750,103.4250,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,159.5067,2.355942
56.386408,MX17,25.0000,103.4250,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,136.6952,2.424257
53.049588,MX18,25.4250,103.4250,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,128.0420,2.413629
55.989414,MX19,25.8500,103.4250,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,136.2716,2.433881
95.843704,MX20,24.1500,103.8500,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,222.5968,2.322497
81.288771,MX21,24.5750,103.8500,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,195.6596,2.406970
72.415414,MX22,25.0000,103.8500,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,177.4306,2.450177
71.469242,MX23,25.4250,103.8500,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,170.7222,2.388750
74.025728,MX24,25.8500,103.8500,0.0000,MX03,25.4250,102.1500,0.0000,4.0000,1.0000,176.8504,2.389039
80.462235,MX05,24.1500,102.5750,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,193.8222,2.408860
62.615024,MX06,24.5750,102.5750,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,148.0799,2.364926
43.241537,MX07,25.0000,102.5750,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,103.7054,2.398282
25.300946,MX08,25.4250,102.5750,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,63.6278,2.514839
17.280808,MX09,25.8500,102.5750,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,42.5291,2.461062
86.931704,MX10,24.1500,103.0000,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,207.5322,2.387302
69.303584,MX11,24.5750,103.0000,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,165.5640,2.388967
52.128683,MX12,25.0000,103.0000,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,127.3561,2.443110
39.013739,MX13,25.4250,103.0000,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,97.4375,2.497517
34.692421,MX14,25.8500,103.0000,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,85.0582,2.451780
96.425777,MX15,24.1500,103.4250,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,228.5619,2.370340
78.358072,MX16,24.5750,103.4250,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,191.1831,2.439865
64.100704,MX17,25.0000,103.4250,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,159.1460,2.482750
56.104116,MX18,25.4250,103.4250,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,136.2716,2.428905
52.918611,MX19,25.8500,103.4250,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,127.5870,2.411004
106.128840,MX20,24.1500,103.8500,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,255.1072,2.403750
89.875698,MX21,24.5750,103.8500,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,222.1402,2.471638
78.862306,MX22,25.0000,103.8500,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,195.1368,2.474399
74.228944,MX23,25.4250,103.8500,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,176.8504,2.382499
71.180581,MX24,25.8500,103.8500,0.0000,MX04,25.8500,102.1500,0.0000,4.0000,1.0000,170.1154,2.389914
18.624792,MX06,24.5750,102.5750,0.0000,MX05,24.1500,102.5750,0.0000,4.0000,1.0000,47.2578,2.537362
39.178344,MX07,25.0000,102.5750,0.0000,MX05,24.1500,102.5750,0.0000,4.0000,1.0000,94.5157,2.412447
59.537272,MX08,25.4250,102.5750,0.0000,MX05,24.1500,102.5750,0.0000,4.0000,1.0000,141.7735,2.381257
78.148518,MX09,25.8500,102.5750,0.0000,MX05,24.1500,102.5750,0.0000,4.0000,1.0000,189.0314,2.418873
17.621134,MX10,24.1500,103.0000,0.0000,MX05,24.1500,102.5750,0.0000,4.0000,1.0000,43.1217,2.447158
25.812293,MX11,24.5750,103.0000,0.0000,MX05,24.1500,102.5750,0.0000,4.0000,1.0000,63.9263,2.476582
42.487497,MX12,25.0000,103.0000,0.0000,MX05,24.1500,102.5750,0.0000,4.0000,1.0000,103.8277,2.443724
61.465501,MX13,25.4250,103.0000,0.0000,MX05,24.1500,102.5750,0.0000,4.0000,1.0000,148.1228,2.409852
80.648949,MX14,25.8500,103.0000,0.0000,MX05,24.1500,102.5750,0.0000,4.0000,1.0000,193.8222,2.403283
36.182557,MX15,24.1500,103.4250,0.0000,MX05,24.1500,102.5750,0.0000,4.0000,1.0000,86.2433,2.383560
41.153365,MX16,24.5750,103.4250,0.0000,MX05,24.1500,102.5750,0.0000,4.0000,1.0000,98.2158,2.386579
51.731700,MX17,25.0000,103.4250,0.0000,MX05,24.1500,102.5750,0.0000,4.0000,1.0000,127.7541,2.469551
67.717656,MX18,25.4250,103.4250,0.0000,MX05,24.1500,102.5750,0.0000,4.0000,1.0000,165.7172,2.447179
87.024453,MX19,25.8500,103.4250,0.0000,MX05,24.1500,102.5750,0.0000,4.0000,1.0000,207.5322,2.384758
54.784646,MX20,24.1500,103.8500,0.0000,MX05,24.1500,102.5750,0.0000,4.0000,1.0000,129.3647,2.361331
58.762088,MX21,24.5750,103.8500,0.0000,MX05,24.1500,102.5750,0.0000,4.0000,1.0000,137.5230,2.340335
65.328476,MX22,25.0000,103.8500,0.0000,MX05,24.1500,102.5750,0.0000,4.0000,1.0000,159.8621,2.447051
77.733424,MX23,25.4250,103.8500,0.0000,MX05,24.1500,102.5750,0.0000,4.0000,1.0000,191.4816,2.463312
94.833753,MX24,25.8500,103.8500,0.0000,MX05,24.1500,102.5750,0.0000,4.0000,1.0000,228.5619,2.410132
20.534635,MX07,25.0000,102.5750,0.0000,MX06,24.5750,102.5750,0.0000,4.0000,1.0000,47.2578,2.301372
40.908165,MX08,25.4250,102.5750,0.0000,MX06,24.5750,102.5750,0.0000,4.0000,1.0000,94.5157,2.310436
59.533332,MX09,25.8500,102.5750,0.0000,MX06,24.5750,102.5750,0.0000,4.0000,1.0000,141.7735,2.381414
25.844404,MX10,24.1500,103.0000,0.0000,MX06,24.5750,102.5750,0.0000,4.0000,1.0000,63.9263,2.473505
17.647733,MX11,24.5750,103.0000,0.0000,MX06,24.5750,102.5750,0.0000,4.0000,1.0000,42.9771,2.435276
26.988067,MX12,25.0000,103.0000,0.0000,MX06,24.5750,102.5750,0.0000,4.0000,1.0000,63.8282,2.365052
44.345208,MX13,25.4250,103.0000,0.0000,MX06,24.5750,102.5750,0.0000,4.0000,1.0000,103.7669,2.339981
62.814560,MX14,25.8500,103.0000,0.0000,MX06,24.5750,102.5750,0.0000,4.0000,1.0000,148.0799,2.357414
41.301537,MX15,24.1500,103.4250,0.0000,MX06,24.5750,102.5750,0.0000,4.0000,1.0000,98.2158,2.378017
36.044338,MX16,24.5750,103.4250,0.0000,MX06,24.5750,102.5750,0.0000,4.0000,1.0000,85.9541,2.384677
40.081827,MX17,25.0000,103.4250,0.0000,MX06,24.5750,102.5750,0.0000,4.0000,1.0000,97.9603,2.444007
53.389366,MX18,25.4250,103.4250,0.0000,MX06,24.5750,102.5750,0.0000,4.0000,1.0000,127.5565,2.389174
71.168883,MX19,25.8500,103.4250,0.0000,MX06,24.5750,102.5750,0.0000,4.0000,1.0000,165.5640,2.326354
58.976282,MX20,24.1500,103.8500,0.0000,MX06,24.5750,102.5750,0.0000,4.0000,1.0000,137.5230,2.331835
54.435688,MX21,24.5750,103.8500,0.0000,MX06,24.5750,102.5750,0.0000,4.0000,1.0000,128.9309,2.368499
55.675248,MX22,25.0000,103.8500,0.0000,MX06,24.5750,102.5750,0.0000,4.0000,1.0000,137.1123,2.462716
65.557894,MX23,25.4250,103.8500,0.0000,MX06,24.5750,102.5750,0.0000,4.0000,1.0000,159.5067,2.433066
81.234928,MX24,25.8500,103.8500,0.0000,MX06,24.5750,102.5750,0.0000,4.0000,1.0000,191.1831,2.353460
20.426900,MX08,25.4250,102.5750,0.0000,MX07,25.0000,102.5750,0.0000,4.0000,1.0000,47.2578,2.313510
39.063814,MX09,25.8500,102.5750,0.0000,MX07,25.0000,102.5750,0.0000,4.0000,1.0000,94.5157,2.419520
43.837776,MX10,24.1500,103.0000,0.0000,MX07,25.0000,102.5750,0.0000,4.0000,1.0000,103.8277,2.368453
27.615257,MX11,24.5750,103.0000,0.0000,MX07,25.0000,102.5750,0.0000,4.0000,1.0000,63.8282,2.311337
18.802308,MX12,25.0000,103.0000,0.0000,MX07,25.0000,102.5750,0.0000,4.0000,1.0000,42.8301,2.277919
27.503573,MX13,25.4250,103.0000,0.0000,MX07,25.0000,102.5750,0.0000,4.0000,1.0000,63.7287,2.317106
43.666360,MX14,25.8500,103.0000,0.0000,MX07,25.0000,102.5750,0.0000,4.0000,1.0000,103.7054,2.374950
55.492114,MX15,24.1500,103.4250,0.0000,MX07,25.0000,102.5750,0.0000,4.0000,1.0000,127.7541,2.302202
41.993766,MX16,24.5750,103.4250,0.0000,MX07,25.0000,102.5750,0.0000,4.0000,1.0000,97.9603,2.332733
35.920589,MX17,25.0000,103.4250,0.0000,MX07,25.0000,102.5750,0.0000,4.0000,1.0000,85.6602,2.384709
41.953978,MX18,25.4250,103.4250,0.0000,MX07,25.0000,102.5750,0.0000,4.0000,1.0000,97.7008,2.328762
55.191287,MX19,25.8500,103.4250,0.0000,MX07,25.0000,102.5750,0.0000,4.0000,1.0000,127.3561,2.307540
69.714739,MX20,24.1500,103.8500,0.0000,MX07,25.0000,102.5750,0.0000,4.0000,1.0000,159.8621,2.293089
57.843974,MX21,24.5750,103.8500,0.0000,MX07,25.0000,102.5750,0.0000,4.0000,1.0000,137.1123,2.370382
52.841109,MX22,25.0000,103.8500,0.0000,MX07,25.0000,102.5750,0.0000,4.0000,1.0000,128.4900,2.431629
57.854472,MX23,25.4250,103.8500,0.0000,MX07,25.0000,102.5750,0.0000,4.0000,1.0000,136.6952,2.362742
69.434904,MX24,25.8500,103.8500,0.0000,MX07,25.0000,102.5750,0.0000,4.0000,1.0000,159.1460,2.292018
18.618564,MX09,25.8500,102.5750,0.0000,MX08,25.4250,102.5750,0.0000,4.0000,1.0000,47.2578,2.538211
62.799197,MX10,24.1500,103.0000,0.0000,MX08,25.4250,102.5750,0.0000,4.0000,1.0000,148.1228,2.358673
44.257116,MX11,24.5750,103.0000,0.0000,MX08,25.4250,102.5750,0.0000,4.0000,1.0000,103.7669,2.344639
26.835370,MX12,25.0000,103.0000,0.0000,MX08,25.4250,102.5750,0.0000,4.0000,1.0000,63.7287,2.374802
17.460745,MX13,25.4250,103.0000,0.0000,MX08,25.4250,102.5750,0.0000,4.0000,1.0000,42.6808,2.444387
25.691769,MX14,25.8500,103.0000,0.0000,MX08,25.4250,102.5750,0.0000,4.0000,1.0000,63.6278,2.476584
71.107936,MX15,24.1500,103.4250,0.0000,MX08,25.4250,102.5750,0.0000,4.0000,1.0000,165.7172,2.330503
53.165703,MX16,24.5750,103.4250,0.0000,MX08,25.4250,102.5750,0.0000,4.0000,1.0000,127.5565,2.399225
39.919509,MX17,25.0000,103.4250,0.0000,MX08,25.4250,102.5750,0.0000,4.0000,1.0000,97.7008,2.447446
35.810626,MX18,25.4250,103.4250,0.0000,MX08,25.4250,102.5750,0.0000,4.0000,1.0000,85.3615,2.383692
40.850207,MX19,25.8500,103.4250,0.0000,MX08,25.4250,102.5750,0.0000,4.0000,1.0000,97.4375,2.385239
81.070130,MX20,24.1500,103.8500,0.0000,MX08,25.4250,102.5750,0.0000,4.0000,1.0000,191.4816,2.361926
65.335414,MX21,24.5750,103.8500,0.0000,MX08,25.4250,102.5750,0.0000,4.0000,1.0000,159.5067,2.441351
55.530017,MX22,25.0000,103.8500,0.0000,MX08,25.4250,102.5750,0.0000,4.0000,1.0000,136.6952,2.461645
54.198622,MX23,25.4250,103.8500,0.0000,MX08,25.4250,102.5750,0.0000,4.0000,1.0000,128.0420,2.362459
58.266404,MX24,25.8500,103.8500,0.0000,MX08,25.4250,102.5750,0.0000,4.0000,1.0000,136.2716,2.338768
80.616475,MX10,24.1500,103.0000,0.0000,MX09,25.8500,102.5750,0.0000,4.0000,1.0000,193.8222,2.404251
61.388539,MX11,24.5750,103.0000,0.0000,MX09,25.8500,102.5750,0.0000,4.0000,1.0000,148.0799,2.412175
42.393538,MX12,25.0000,103.0000,0.0000,MX09,25.8500,102.5750,0.0000,4.0000,1.0000,103.7054,2.446255
25.714362,MX13,25.4250,103.0000,0.0000,MX09,25.8500,102.5750,0.0000,4.0000,1.0000,63.6278,2.474408
17.442473,MX14,25.8500,103.0000,0.0000,MX09,25.8500,102.5750,0.0000,4.0000,1.0000,42.5291,2.438252
86.935111,MX15,24.1500,103.4250,0.0000,MX09,25.8500,102.5750,0.0000,4.0000,1.0000,207.5322,2.387209
67.548468,MX16,24.5750,103.4250,0.0000,MX09,25.8500,102.5750,0.0000,4.0000,1.0000,165.5640,2.451040
51.662973,MX17,25.0000,103.4250,0.0000,MX09,25.8500,102.5750,0.0000,4.0000,1.0000,127.3561,2.465133
40.945789,MX18,25.4250,103.4250,0.0000,MX09,25.8500,102.5750,0.0000,4.0000,1.0000,97.4375,2.379671
35.669212,MX19,25.8500,103.4250,0.0000,MX09,25.8500,102.5750,0.0000,4.0000,1.0000,85.0582,2.384638
94.706765,MX20,24.1500,103.8500,0.0000,MX09,25.8500,102.5750,0.0000,4.0000,1.0000,228.5619,2.413364
77.607581,MX21,24.5750,103.8500,0.0000,MX09,25.8500,102.5750,0.0000,4.0000,1.0000,191.1831,2.463460
65.265815,MX22,25.0000,103.8500,0.0000,MX09,25.8500,102.5750,0.0000,4.0000,1.0000,159.1460,2.438429
58.403660,MX23,25.4250,103.8500,0.0000,MX09,25.8500,102.5750,0.0000,4.0000,1.0000,136.2716,2.333271
53.898996,MX24,25.8500,103.8500,0.0000,MX09,25.8500,102.5750,0.0000,4.0000,1.0000,127.5870,2.367149
19.831430,MX11,24.5750,103.0000,0.0000,MX10,24.1500,103.0000,0.0000,4.0000,1.0000,47.2578,2.382977
39.591529,MX12,25.0000,103.0000,0.0000,MX10,24.1500,103.0000,0.0000,4.0000,1.0000,94.5157,2.387270
59.338804,MX13,25.4250,103.0000,0.0000,MX10,24.1500,103.0000,0.0000,4.0000,1.0000,141.7735,2.389221
79.165488,MX14,25.8500,103.0000,0.0000,MX10,24.1500,103.0000,0.0000,4.0000,1.0000,189.0314,2.387800
18.560656,MX15,24.1500,103.4250,0.0000,MX10,24.1500,103.0000,0.0000,4.0000,1.0000,43.1217,2.323286
27.870968,MX16,24.5750,103.4250,0.0000,MX10,24.1500,103.0000,0.0000,4.0000,1.0000,63.9263,2.293650
43.266290,MX17,25.0000,103.4250,0.0000,MX10,24.1500,103.0000,0.0000,4.0000,1.0000,103.8277,2.399737
61.388543,MX18,25.4250,103.4250,0.0000,MX10,24.1500,103.0000,0.0000,4.0000,1.0000,148.1228,2.412873
81.958449,MX19,25.8500,103.4250,0.0000,MX10,24.1500,103.0000,0.0000,4.0000,1.0000,193.8222,2.364884
37.193963,MX20,24.1500,103.8500,0.0000,MX10,24.1500,103.0000,0.0000,4.0000,1.0000,86.2433,2.318745
43.190298,MX21,24.5750,103.8500,0.0000,MX10,24.1500,103.0000,0.0000,4.0000,1.0000,98.2158,2.274024
53.902469,MX22,25.0000,103.8500,0.0000,MX10,24.1500,103.0000,0.0000,4.0000,1.0000,127.7541,2.370097
68.712414,MX23,25.4250,103.8500,0.0000,MX10,24.1500,103.0000,0.0000,4.0000,1.0000,165.7172,2.411751
87.049550,MX24,25.8500,103.8500,0.0000,MX10,24.1500,103.0000,0.0000,4.0000,1.0000,207.5322,2.384070
19.773131,MX12,25.0000,103.0000,0.0000,MX11,24.5750,103.0000,0.0000,4.0000,1.0000,47.2578,2.390003
39.512006,MX13,25.4250,103.0000,0.0000,MX11,24.5750,103.0000,0.0000,4.0000,1.0000,94.5157,2.392075
59.337974,MX14,25.8500,103.0000,0.0000,MX11,24.5750,103.0000,0.0000,4.0000,1.0000,141.7735,2.389255
27.917930,MX15,24.1500,103.4250,0.0000,MX11,24.5750,103.0000,0.0000,4.0000,1.0000,63.9263,2.289792
18.403596,MX16,24.5750,103.4250,0.0000,MX11,24.5750,103.0000,0.0000,4.0000,1.0000,42.9771,2.335256
25.930887,MX17,25.0000,103.4250,0.0000,MX11,24.5750,103.0000,0.0000,4.0000,1.0000,63.8282,2.461473
42.616129,MX18,25.4250,103.4250,0.0000,MX11,24.5750,103.0000,0.0000,4.0000,1.0000,103.7669,2.434922
62.716286,MX19,25.8500,103.4250,0.0000,MX11,24.5750,103.0000,0.0000,4.0000,1.0000,148.0799,2.361108
43.217373,MX20,24.1500,103.8500,0.0000,MX11,24.5750,103.0000,0.0000,4.0000,1.0000,98.2158,2.272599
36.831684,MX21,24.5750,103.8500,0.0000,MX11,24.5750,103.0000,0.0000,4.0000,1.0000,85.9541,2.333700
39.829735,MX22,25.0000,103.8500,0.0000,MX11,24.5750,103.0000,0.0000,4.0000,1.0000,97.9603,2.459476
51.898524,MX23,25.4250,103.8500,0.0000,MX11,24.5750,103.0000,0.0000,4.0000,1.0000,127.5565,2.457806
69.232398,MX24,25.8500,103.8500,0.0000,MX11,24.5750,103.0000,0.0000,4.0000,1.0000,165.5640,2.391424
19.776846,MX13,25.4250,103.0000,0.0000,MX12,25.0000,103.0000,0.0000,4.0000,1.0000,47.2578,2.389554
39.590621,MX14,25.8500,103.0000,0.0000,MX12,25.0000,103.0000,0.0000,4.0000,1.0000,94.5157,2.387325
44.625102,MX15,24.1500,103.4250,0.0000,MX12,25.0000,103.0000,0.0000,4.0000,1.0000,103.8277,2.326666
26.421308,MX16,24.5750,103.4250,0.0000,MX12,25.0000,103.0000,0.0000,4.0000,1.0000,63.8282,2.415784
17.125477,MX17,25.0000,103.4250,0.0000,MX12,25.0000,103.0000,0.0000,4.0000,1.0000,42.8301,2.500960
26.492298,MX18,25.4250,103.4250,0.0000,MX12,25.0000,103.0000,0.0000,4.0000,1.0000,63.7287,2.405555
44.612052,MX19,25.8500,103.4250,0.0000,MX12,25.0000,103.0000,0.0000,4.0000,1.0000,103.7054,2.324605
54.494621,MX20,24.1500,103.8500,0.0000,MX12,25.0000,103.0000,0.0000,4.0000,1.0000,127.7541,2.344343
40.082596,MX21,24.5750,103.8500,0.0000,MX12,25.0000,103.0000,0.0000,4.0000,1.0000,97.9603,2.443960
34.032775,MX22,25.0000,103.8500,0.0000,MX12,25.0000,103.0000,0.0000,4.0000,1.0000,85.6602,2.516990
40.144675,MX23,25.4250,103.8500,0.0000,MX12,25.0000,103.0000,0.0000,4.0000,1.0000,97.7008,2.433718
54.480867,MX24,25.8500,103.8500,0.0000,MX12,25.0000,103.0000,0.0000,4.0000,1.0000,127.3561,2.337630
19.831158,MX14,25.8500,103.0000,0.0000,MX13,25.4250,103.0000,0.0000,4.0000,1.0000,47.2578,2.383010
62.683840,MX15,24.1500,103.4250,0.0000,MX13,25.4250,103.0000,0.0000,4.0000,1.0000,148.1228,2.363014
42.542238,MX16,24.5750,103.4250,0.0000,MX13,25.4250,103.0000,0.0000,4.0000,1.0000,103.7669,2.439151
25.956059,MX17,25.0000,103.4250,0.0000,MX13,25.4250,103.0000,0.0000,4.0000,1.0000,63.7287,2.455253
18.355933,MX18,25.4250,103.4250,0.0000,MX13,25.4250,103.0000,0.0000,4.0000,1.0000,42.6808,2.325178
27.748044,MX19,25.8500,103.4250,0.0000,MX13,25.4250,103.0000,0.0000,4.0000,1.0000,63.6278,2.293056
69.196645,MX20,24.1500,103.8500,0.0000,MX13,25.4250,103.0000,0.0000,4.0000,1.0000,165.7172,2.394874
51.869648,MX21,24.5750,103.8500,0.0000,MX13,25.4250,103.0000,0.0000,4.0000,1.0000,127.5565,2.459174
39.871829,MX22,25.0000,103.8500,0.0000,MX13,25.4250,103.0000,0.0000,4.0000,1.0000,97.7008,2.450372
36.772460,MX23,25.4250,103.8500,0.0000,MX13,25.4250,103.0000,0.0000,4.0000,1.0000,85.3615,2.321344
42.855799,MX24,25.8500,103.8500,0.0000,MX13,25.4250,103.0000,0.0000,4.0000,1.0000,97.4375,2.273613
81.936930,MX15,24.1500,103.4250,0.0000,MX14,25.8500,103.0000,0.0000,4.0000,1.0000,193.8222,2.365505
61.342340,MX16,24.5750,103.4250,0.0000,MX14,25.8500,103.0000,0.0000,4.0000,1.0000,148.0799,2.413992
43.325275,MX17,25.0000,103.4250,0.0000,MX14,25.8500,103.0000,0.0000,4.0000,1.0000,103.7054,2.393647
27.779254,MX18,25.4250,103.4250,0.0000,MX14,25.8500,103.0000,0.0000,4.0000,1.0000,63.6278,2.290480
18.226733,MX19,25.8500,103.4250,0.0000,MX14,25.8500,103.0000,0.0000,4.0000,1.0000,42.5291,2.333339
87.037615,MX20,24.1500,103.8500,0.0000,MX14,25.8500,103.0000,0.0000,4.0000,1.0000,207.5322,2.384397
68.713828,MX21,24.5750,103.8500,0.0000,MX14,25.8500,103.0000,0.0000,4.0000,1.0000,165.5640,2.409471
53.916483,MX22,25.0000,103.8500,0.0000,MX14,25.8500,103.0000,0.0000,4.0000,1.0000,127.3561,2.362100
42.873883,MX23,25.4250,103.8500,0.0000,MX14,25.8500,103.0000,0.0000,4.0000,1.0000,97.4375,2.272654
36.493883,MX24,25.8500,103.8500,0.0000,MX14,25.8500,103.0000,0.0000,4.0000,1.0000,85.0582,2.330751
21.152699,MX16,24.5750,103.4250,0.0000,MX15,24.1500,103.4250,0.0000,4.0000,1.0000,47.2578,2.234128
40.283564,MX17,25.0000,103.4250,0.0000,MX15,24.1500,103.4250,0.0000,4.0000,1.0000,94.5157,2.346259
59.592745,MX18,25.4250,103.4250,0.0000,MX15,24.1500,103.4250,0.0000,4.0000,1.0000,141.7735,2.379040
80.756951,MX19,25.8500,103.4250,0.0000,MX15,24.1500,103.4250,0.0000,4.0000,1.0000,189.0314,2.340744
18.703797,MX20,24.1500,103.8500,0.0000,MX15,24.1500,103.4250,0.0000,4.0000,1.0000,43.1217,2.305505
